idxtype,data.type,varname.disp,decades,val.mean,val.sd,val.min,val.median,val.max
common,Raw Scaled Indices,Dissimilarity-based Satoyama Index,2090,0.5783983492539405,0.3228767027846177,0.03188091141217102,0.7455622888376764,0.9955945260570002
common,Raw Scaled Indices,NEP,2015,0.30570679387259725,0.24577103562221503,0.09488769029260531,0.21697678605242846,1
common,Raw Scaled Indices,NEP,2030,0.1586695027184442,0.0497465606325639,0.06057711409260576,0.15091938533717936,0.3914422632709617
common,Raw Scaled Indices,NEP,2050,0.10165290509179606,0.05389273393594407,0,0.09551227233882564,0.3863379664525723
common,Raw Scaled Indices,NEP,2090,0.34596049128536416,0.0904740499089399,0.1313053650884519,0.34038668451921683,0.6542657327724937
common,Raw Scaled Indices,Total Tree Biomass,2015,0.09502012885832228,0.03680884680580275,0.02744344773428152,0.08617045540654755,0.3598411640741695
common,Raw Scaled Indices,Total Tree Biomass,2030,0.16349669424602306,0.05598163367937133,0.07381280804975589,0.1666921624652385,0.5398372467602188
common,Raw Scaled Indices,Total Tree Biomass,2050,0.17036397119955773,0.08602533353288783,0,0.15885457275361115,0.6858696208927618
common,Raw Scaled Indices,Total Tree Biomass,2090,0.5007078307376486,0.1393748835356639,0.20246634877616596,0.47617314081781237,1
common,Raw Scaled Indices,Simpson's Diversity Index of Tree Biomass,2015,0.8115739847649512,0.05787830015107405,0.6896730445747313,0.8052291290256524,0.9222005204993644
common,Raw Scaled Indices,Simpson's Diversity Index of Tree Biomass,2030,0.6642542100434313,0.046470637738847305,0.5290274978363062,0.6699236423021777,0.7778210194673115
common,Raw Scaled Indices,Simpson's Diversity Index of Tree Biomass,2050,0.6742719126927779,0.13857491925365045,0.2300939578772956,0.6702845721257482,0.9521718410875226
common,Raw Scaled Indices,Simpson's Diversity Index of Tree Biomass,2090,0.7884733840048246,0.1335869460174538,0.35998383753832214,0.8043417011428489,1
common,Raw Scaled Indices,% of Natural f_continuescape,2015,0.9786275763333004,0.037982163619686635,0.7946857075968634,1,1
common,Raw Scaled Indices,% of Natural f_continuescape,2030,0.9406220935800711,0.08451390556748885,0.6441531078075623,1,1
common,Raw Scaled Indices,% of Natural f_continuescape,2050,0.8715384206101754,0.18092208326980688,0.31277068945335357,1,1
common,Raw Scaled Indices,% of Natural f_continuescape,2090,0.7609398444233983,0.3117318154583298,0,1,1
nn,Integrated Indices,NA,2015,0.3053553387885457,0.038121905331368104,0.23704827282044935,0.2988013494786329,0.5549757424904591
nn,Integrated Indices,NA,2030,0.3599910386423107,0.04542781664895589,0.21989553284302454,0.36514989805988796,0.609439506304275
nn,Integrated Indices,NA,2050,0.3471403603721716,0.08225158476156302,0.12240274098019922,0.3501550034715066,0.6211947125327191
nn,Integrated Indices,NA,2090,0.5083111974881696,0.13155087956346206,0.21808961299808172,0.5047423338704383,0.8264178232451432
nn,Raw Indices,Haitat Suitability Index of Owl,2015,0.08745599449224074,0.01105905306740183,0.07006063547702741,0.08542996848224729,0.1149655491601215
nn,Raw Indices,Haitat Suitability Index of Owl,2030,0.10817836849053347,0.0072328942631952045,0.09643647050840667,0.10625122524122571,0.12580294349075238
nn,Raw Indices,Haitat Suitability Index of Owl,2050,0.12342151274176416,0.012951502212505576,0.09871805078167878,0.12366902550555864,0.16101001214201588
nn,Raw Indices,Haitat Suitability Index of Owl,2090,0.2044211748838814,0.03493077289713679,0.13669309784146944,0.2048281444184245,0.29226105688632875
nn,Raw Indices,Haitat Suitability Index of Eagle,2015,0.038151070224467676,0.0017086978038302898,0.033577871133635445,0.03806098151182941,0.05012229468890506
nn,Raw Indices,Haitat Suitability Index of Eagle,2030,0.03897928524034251,0.002855036181924698,0.030156268070305393,0.03917064466666961,0.04822808437537894
nn,Raw Indices,Haitat Suitability Index of Eagle,2050,0.038216846321144436,0.0057149020992323845,0.02253234672389705,0.03886078210846317,0.051767334362250846
nn,Raw Indices,Haitat Suitability Index of Eagle,2090,0.032264282748315,0.007094455193909344,0.0187875652084982,0.03272255762676991,0.05094226570834117
nn,Raw Indices,Total biomass of native trees,2015,3396.267974734266,184.61690908128864,3072.51534,3345.8400850000003,4801.29756
nn,Raw Indices,Total biomass of native trees,2030,3614.2046977636364,282.1228828285989,3061.7141500000002,3555.7004150000002,5578.22015
nn,Raw Indices,Total biomass of native trees,2050,3212.344810136364,404.53629505148683,2267.4263300000002,3190.53647,5914.09962
nn,Raw Indices,Total biomass of native trees,2090,4640.519939663636,698.1108755523895,3013.16458,4571.443225,6967.92967
nn,Raw Scaled Indices,Haitat Suitability Index of Owl,2015,0.07828679578951132,0.049770621483343845,0,0.06916878423425217,0.2020919375322767
nn,Raw Scaled Indices,Haitat Suitability Index of Owl,2030,0.1715466279125177,0.03255121757789985,0.11870290283020661,0.16287363243804973,0.2508649968356522
nn,Raw Scaled Indices,Haitat Suitability Index of Owl,2050,0.24014750704025015,0.05828747817110766,0.12897102139992503,0.24126142375663,0.40931235003130967
nn,Raw Scaled Indices,Haitat Suitability Index of Owl,2090,0.6046817488224153,0.15720390031481093,0.2998754995234801,0.6065132914088869,1
nn,Raw Scaled Indices,Haitat Suitability Index of Eagle,2015,0.5853037946171735,0.05164908458520761,0.4470689668214632,0.582580668544912,0.9471599306561027
nn,Raw Scaled Indices,Haitat Suitability Index of Eagle,2030,0.6103383837140687,0.08629963995008613,0.34364361820874173,0.6161226360109872,0.8899033294676575
nn,Raw Scaled Indices,Haitat Suitability Index of Eagle,2050,0.5872920193186552,0.17274526909191873,0.11319411589831212,0.6067563704005805,0.996884810646115
nn,Raw Scaled Indices,Haitat Suitability Index of Eagle,2090,0.4073629184661154,0.21444524337469253,0,0.4212152672591758,0.9719453271406884
nn,Raw Scaled Indices,Total biomass of native trees,2015,0.2524754259589522,0.03863906721756227,0.18471619481587137,0.2419212105797739,0.54653859090904
nn,Raw Scaled Indices,Total biomass of native trees,2030,0.2980881043003457,0.05904640635288112,0.18245557898974524,0.28584355462464905,0.7091432208274983
nn,Raw Scaled Indices,Total biomass of native trees,2050,0.2139815547576096,0.08466670346839986,0.0162165241827034,0.20941721704539393,0.7794405163618677
nn,Raw Scaled Indices,Total biomass of native trees,2090,0.5128889251759781,0.14610987249224802,0.17229448319440957,0.49843163719331873,1
ns,Integrated Indices,NA,2015,0.3245214634828957,0.09078145567313575,0.036843041316681285,0.3204911222104495,0.5662243379705865
ns,Integrated Indices,NA,2030,0.31967376387339563,0.11745491547847374,8.052287949817146e-5,0.30860735083608515,0.6728237385741309
ns,Integrated Indices,NA,2050,0.37988528172887503,0.15083549166933666,0.058552872898353876,0.35170658716040826,0.6921483103386756
ns,Integrated Indices,NA,2090,0.42408399409555647,0.17990046215573202,0.11670686105639898,0.39841606017814,0.7509929130224656
ns,Raw Indices,Pasture yield,2015,54985.14520279716,20447.23921411109,0,48073.665000000605,105041.510000006
ns,Raw Indices,Pasture yield,2030,40846.45151818184,9980.109517478364,0,41157.045,63010.4300000003
ns,Raw Indices,Pasture yield,2050,33303.609327272745,11531.51869652752,0,32586.485,64490.360000000204
ns,Raw Indices,Pasture yield,2090,15179.005227272748,16795.03131943515,0,16584.27499999995,65198.740000000194
ns,Raw Indices,Timber yield,2015,79751.39476923077,21873.717319545158,40374.259999999995,74940.92500000002,141468.05000000002
ns,Raw Indices,Timber yield,2030,81462.25534545454,26388.869372780267,22790.71,81767.905,144127.50999999998
ns,Raw Indices,Timber yield,2050,95971.57154545454,21944.254850030058,50461.71,97611.1,134414.66
ns,Raw Indices,Timber yield,2090,127551.01253636363,28098.331793098892,78453.06999999999,128890.75499999999,181875.93
ns,Raw Indices,Total renewable energy,2015,591.4333844289044,822.5414340785024,0,212.55850666666652,4283.20093333333
ns,Raw Indices,Total renewable energy,2030,1293.7086875959596,1692.2998352809502,0,304.184248888889,6425
ns,Raw Indices,Total renewable energy,2050,2329.6633521777776,2580.681843625921,0,588.744817777778,6425
ns,Raw Indices,Total renewable energy,2090,3014.804526666667,3003.976690653874,0,943.36448,6425
ns,Raw Scaled Indices,Pasture yield,2015,0.5234611079257525,0.19465865650741238,0,0.45766349893482927,1
ns,Raw Scaled Indices,Pasture yield,2030,0.38886009462525345,0.09501110101594877,0,0.39181695883844064,0.5998621878150523
ns,Raw Scaled Indices,Pasture yield,2050,0.31705189050757976,0.10978058766031505,0,0.31022483397276124,0.6139511893916654
ns,Raw Scaled Indices,Pasture yield,2090,0.14450482697051747,0.15988946959572642,0,0.1578830597541772,0.6206949995292
ns,Raw Scaled Indices,Timber yield,2015,0.3580513938958677,0.13749685432465164,0.11052912395004386,0.32781307402409865,0.7459985283359449
ns,Raw Scaled Indices,Timber yield,2030,0.3688057592368075,0.1658788250271161,0,0.37072705434232045,0.7627157318574282
ns,Raw Scaled Indices,Timber yield,2050,0.4600104368303639,0.13794024894349116,0.1739382200307483,0.4703164128006361,0.7016613485526815
ns,Raw Scaled Indices,Timber yield,2090,0.658516878792157,0.17662440164522444,0.34989020350224864,0.6669384182892666,1
ns,Raw Scaled Indices,Total renewable energy,2015,0.09205188862706684,0.12802201308614825,0,0.03308303605706872,0.6666460596627751
ns,Raw Scaled Indices,Total renewable energy,2030,0.201355437758126,0.2633929704717432,0,0.047343851967142254,1
ns,Raw Scaled Indices,Total renewable energy,2050,0.3625935178486814,0.4016625437550071,0,0.09163343467358412,1
ns,Raw Scaled Indices,Total renewable energy,2090,0.4692302765239948,0.46754501021850176,0,0.14682715642023347,1
nc,Integrated Indices,NA,2015,0.6933710741597351,0.031572351862842504,0.5676902313210699,0.6947957588113383,0.8127230666385903
nc,Integrated Indices,NA,2030,0.7105519442386062,0.06219944289251112,0.48929859240174095,0.7226969492933133,0.8724651130134872
nc,Integrated Indices,NA,2050,0.6585348400547086,0.12530273544882242,0.2057360550189368,0.7028117522482,0.8936194306596268
nc,Integrated Indices,NA,2090,0.7164380803053265,0.20409915083370317,0.17097784801922836,0.8030272768521285,1
nc,Raw Indices,Total biomass of riparian forests,2015,1024.0616386293707,70.90776460654423,874.63214,1018.5350950000001,1402.5866800000001
nc,Raw Indices,Total biomass of riparian forests,2030,1162.2354501545456,81.07258534199458,1026.74731,1160.557645,1620.57147
nc,Raw Indices,Total biomass of riparian forests,2050,1123.6737044909091,106.0426544356995,870.65422,1117.5522150000002,1697.75864
nc,Raw Indices,Total biomass of riparian forests,2090,1593.3043250727274,159.68519013381024,1155.30774,1588.6540750000001,2085.91652
nc,Raw Indices,Proportion of natural f_continuescapes near settlements,2015,0.9857982717501317,0.004232973168807648,0.9666145670522038,0.9883088465145358,0.9883088465145358
nc,Raw Indices,Proportion of natural f_continuescapes near settlements,2030,0.9817195146210463,0.0090795421624008,0.9497655517349172,0.9883088465145358,0.9883088465145358
nc,Raw Indices,Proportion of natural f_continuescapes near settlements,2050,0.9724709426241155,0.02288317526286303,0.8976867771178494,0.9883088465145358,0.9883088465145358
nc,Raw Indices,Proportion of natural f_continuescapes near settlements,2090,0.9544516752394214,0.044278886264468936,0.8452016255079713,0.9883088465145358,0.9883088465145358
nc,Raw Indices,Proportion of natural f_continuescapes near tourism spots,2015,0.9980308900695023,6.492864511595505e-4,0.9951256809710408,0.998375226990347,0.998375226990347
nc,Raw Indices,Proportion of natural f_continuescapes near tourism spots,2030,0.9976363462591122,0.0011934107890467576,0.9935964828443086,0.998375226990347,0.998375226990347
nc,Raw Indices,Proportion of natural f_continuescapes near tourism spots,2050,0.9969343053009305,0.002332256922566867,0.9885310140495078,0.998375226990347,0.998375226990347
nc,Raw Indices,Proportion of natural f_continuescapes near tourism spots,2090,0.9959173885466536,0.003614791783888313,0.9866195163910925,0.998375226990347,0.998375226990347
nc,Raw Scaled Indices,Total biomass of riparian forests,2015,0.12694756960444636,0.05830005334038817,0.004087290634155104,0.12240366964979241,0.4381691999157709
nc,Raw Scaled Indices,Total biomass of riparian forests,2030,0.24055347196029317,0.06665752440664635,0.12915571683671703,0.2391739879143986,0.6173953390404616
nc,Raw Scaled Indices,Total biomass of riparian forests,2050,0.2088481736539213,0.0871878057961942,8.166622414727675e-4,0.20381511181897397,0.6808582919788805
nc,Raw Scaled Indices,Total biomass of riparian forests,2090,0.5949764119663823,0.13129246358461505,0.23485753902857756,0.5911529967340663,1
nc,Raw Scaled Indices,Proportion of natural f_continuescapes near settlements,2015,0.982456687043843,0.02957903269335009,0.8484054172127569,1,1
nc,Raw Scaled Indices,Proportion of natural f_continuescapes near settlements,2030,0.9539552801938124,0.06344573040087413,0.7306684141546528,1,1
nc,Raw Scaled Indices,Proportion of natural f_continuescapes near settlements,2050,0.8893284085944637,0.15990231032306437,0.36675404106596793,1,1
nc,Raw Scaled Indices,Proportion of natural f_continuescapes near settlements,2090,0.7634139560745065,0.3094105660988122,0,1,1
nc,Raw Scaled Indices,Proportion of natural f_continuescapes near tourism spots,2015,0.9707089658309158,0.05523157836164537,0.7235772357723548,1,1
nc,Raw Scaled Indices,Proportion of natural f_continuescapes near tourism spots,2030,0.937147080561713,0.10151753728289618,0.5934959349593507,1,1
nc,Raw Scaled Indices,Proportion of natural f_continuescapes near tourism spots,2050,0.8774279379157408,0.19839352992534262,0.16260162601625971,1,1
nc,Raw Scaled Indices,Proportion of natural f_continuescapes near tourism spots,2090,0.7909238728750906,0.30749241003921496,0,1,1
